Name,Review Date,Airline,Verified,Type of Traveller,Month Flown,Route,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended
Louis Govinden,12/22/2016,Emirates,TRUE,Solo Leisure,16-Dec,DXB to BKK,Economy Class,5,4,5,3,5,9,yes
D Singh,12/22/2016,Emirates,FALSE,Solo Leisure,16-Apr,MAN to MEL via DXB,Economy Class,5,3,2,5,5,7,yes
H Alhafi,12/20/2016,Emirates,FALSE,Solo Leisure,16-Dec,DXB to CAI,Economy Class,5,5,3,5,1,1,no
Daniel Newman,12/19/2016,Emirates,TRUE,Couple Leisure,16-Nov,LGW to BKK via DXB,Economy Class,5,5,5,5,2,5,no
D Brown,12/12/2016,Emirates,TRUE,Solo Leisure,16-Nov,DXB to BKK via HKG,Business Class,2,1,2,5,3,9,yes
B Mantaur,12/7/2016,Emirates,FALSE,Couple Leisure,16-Dec,PRG to DXB,Business Class,5,4,4,5,2,1,no
G Vari,12/7/2016,Emirates,FALSE,Couple Leisure,16-Dec,MEL to LHE via DXB,Economy Class,5,2,2,5,2,4,no
Suhail Kazim,12/3/2016,Emirates,FALSE,Business,16-Dec,LGW to MLE via DXB,Economy Class,4,1,4,5,4,9,yes
Shanaka Gooneratne,12/2/2016,Emirates,TRUE,Business,16-Dec,LGW to DXB,Business Class,2,1,5,4,3,5,no
L Fryer,11/29/2016,Emirates,TRUE,Couple Leisure,16-Nov,LGW to MRU via DXB,Business Class,4,5,3,2,1,3,no
W Andrews,11/26/2016,Emirates,TRUE,Couple Leisure,16-Nov,DXB to DOH,Economy Class,4,5,5,5,5,10,yes
Savi Mull,11/25/2016,Emirates,TRUE,Business,16-Nov,MAN to DXB,Business Class,5,5,1,5,5,8,yes
A Dorlan,11/22/2016,Emirates,FALSE,Business,16-Nov,FCO to BKK via DXB,Economy Class,4,2,1,2,5,9,yes
D Brown,11/21/2016,Emirates,FALSE,Business,16-Nov,LHR to DXB,Business Class,3,5,3,5,4,9,yes
S Tan,11/18/2016,Emirates,TRUE,Solo Leisure,16-Oct,JFK to CAN via DXB,Economy Class,4,5,4,5,3,7,no
S Lurinah,11/15/2016,Emirates,TRUE,Couple Leisure,16-Nov,MEL to AKL,Economy Class,4,5,5,5,2,3,no
W Kendall,11/15/2016,Emirates,TRUE,Business,16-Oct,GLA to BKK via DXB,Economy Class,3,3,2,1,3,5,yes
Jinwei Zuo,11/14/2016,Emirates,TRUE,Business,16-Aug,DXB to LHR,Business Class,5,1,1,5,4,9,yes
B Varren,11/12/2016,Emirates,TRUE,Couple Leisure,16-Nov,SIN to LHR via SYD,Economy Class,4,4,5,5,5,9,yes
C Ellis,11/12/2016,Emirates,FALSE,Business,16-Oct,LGW to DXB,Economy Class,2,5,5,5,3,1,no
Neil Jeram,11/11/2016,Emirates,FALSE,Business,16-Nov,DEL to LIS via DXB,Economy Class,5,5,5,5,4,7,yes
S Hook,11/7/2016,Emirates,FALSE,Family Leisure,16-Nov,JFK to DOH,Economy Class,5,1,3,5,2,2,no
A Terry,11/3/2016,Emirates,FALSE,Solo Leisure,16-Sep,DXB to FRA,Economy Class,4,4,3,5,2,2,no
L Tan,11/2/2016,Emirates,FALSE,Business,16-Oct,HKG to BKK,Economy Class,4,5,5,5,3,2,no
B Samson,11/1/2016,Emirates,TRUE,Family Leisure,16-Oct,LHR to CPT via DXB,Economy Class,5,2,2,3,2,2,no
L Stevens,11/1/2016,Emirates,TRUE,Couple Leisure,16-Oct,IAH to TRV via DXB,Economy Class,5,1,3,3,1,1,no
V Rama,10/30/2016,Emirates,FALSE,Business,16-Oct,CPT to DXB,Business Class,4,5,3,4,1,1,no
Taufiq Suryana,10/29/2016,Emirates,FALSE,Solo Leisure,16-Oct,MAN to KUL via DXB,Economy Class,2,2,4,4,3,8,yes
Stephen Shaw,10/27/2016,Emirates,FALSE,Business,16-Oct,NCE to ADL via DXB,Business Class,5,1,4,5,1,1,no
F Craille,10/26/2016,Emirates,TRUE,Couple Leisure,16-Sep,LIS to BKK via DXB,Economy Class,4,5,5,5,5,10,yes
L Nicolls,10/24/2016,Emirates,TRUE,Couple Leisure,16-Sep,DXB to MAN,Economy Class,4,4,5,5,2,3,no
N Luzano,10/23/2016,Emirates,TRUE,Couple Leisure,16-Oct,IAD to DXB,Economy Class,4,4,4,5,3,6,no
A Danal,10/22/2016,Emirates,TRUE,Business,16-Sep,BKK to HKG,Business Class,5,3,5,3,1,1,yes
Mohammad Shadmand,10/21/2016,Emirates,FALSE,Solo Leisure,16-Aug,DXB to WAW,Business Class,4,5,4,2,1,1,no
Richard Woodhead,10/21/2016,Emirates,FALSE,Family Leisure,16-Oct,DXB to LHR,Economy Class,2,3,5,5,4,1,yes
K Orzel,10/20/2016,Emirates,TRUE,Couple Leisure,16-Oct,IAD to DXB,Economy Class,2,5,2,4,3,5,no
S Halin,10/20/2016,Emirates,FALSE,Business,16-Oct,IAD to DXB,First Class,3,4,5,3,4,9,yes
K Seif,10/20/2016,Emirates,FALSE,Business,16-Oct,BLR to SFO via DXB,Business Class,1,1,4,2,3,9,yes
K Hazil,10/19/2016,Emirates,TRUE,Business,16-Oct,CAN to LHR via DXB,Business Class,3,3,5,5,3,8,yes
V Anderson,10/19/2016,Emirates,TRUE,Business,16-Jan,AKL to SYD,Business Class,4,5,3,5,4,8,yes
Jack Whiteley,10/18/2016,Emirates,TRUE,Business,16-Oct,BRU to SYD via DXB,Business Class,4,1,5,5,3,5,no
G Victor,10/14/2016,Emirates,FALSE,Solo Leisure,16-Oct,LHR to BNE via DXB,Economy Class,5,3,1,5,5,10,yes
J van der See,10/14/2016,Emirates,FALSE,Solo Leisure,16-Aug,JNB to DXB,Economy Class,3,1,3,4,1,1,no
K Bolus,10/13/2016,Emirates,TRUE,Business,16-Oct,BKK to HKG,Economy Class,3,1,5,4,4,9,yes
Vernon Schmidt,10/12/2016,Emirates,FALSE,Couple Leisure,16-Oct,SIN to MEL,Business Class,5,4,5,5,5,8,yes
A Barrillo,10/10/2016,Emirates,FALSE,Business,16-Sep,DUR to BRU via DXB,Business Class,5,3,4,5,5,9,yes
G Darmon,10/7/2016,Emirates,TRUE,Couple Leisure,16-Sep,DUB to DXB,Economy Class,1,5,2,4,5,7,yes
S Donalla,10/6/2016,Emirates,FALSE,Family Leisure,16-Oct,BKK to BHX via DXB,Business Class,2,5,5,1,3,7,yes
G Harandhi,10/4/2016,Emirates,FALSE,Business,16-Sep,DXB to PER,Business Class,4,4,1,5,1,2,no
Amanda Fisher,10/3/2016,Emirates,FALSE,Solo Leisure,16-Oct,GVA to TPE via DXB,Business Class,5,1,5,5,5,10,yes
Ben Stoner,10/2/2016,Emirates,FALSE,Couple Leisure,16-Sep,CMB to SIN,Economy Class,3,5,3,5,3,6,no
C Lin,10/2/2016,Emirates,FALSE,Couple Leisure,16-Sep,LGW to DXB,Economy Class,4,4,3,5,2,2,no
J Wathugeh,9/29/2016,Emirates,TRUE,Family Leisure,16-Sep,ICN to LIS via DXB,Economy Class,3,5,3,3,1,1,no
Helen Bourne,9/28/2016,Emirates,TRUE,Solo Leisure,16-Sep,DEL to GRU via DXB,Economy Class,3,3,5,4,4,9,yes
Savi Mull,9/25/2016,Emirates,FALSE,Business,16-Sep,MCO to DXB,Business Class,5,5,4,1,5,8,yes
Z Duan,9/24/2016,Emirates,FALSE,Solo Leisure,16-Aug,BCN to MNL via DXB,Economy Class,3,1,4,5,5,10,yes
Walter Cornejo,9/22/2016,Emirates,TRUE,Solo Leisure,16-Jul,KUL to DXB,Economy Class,1,4,4,5,5,9,yes
C Lafello,9/22/2016,Emirates,FALSE,Solo Leisure,16-Sep,TPE to AMS,Economy Class,1,5,3,5,1,4,no
Michael Dodd,9/21/2016,Emirates,FALSE,Business,16-Sep,DOH to BKK via DXB,Business Class,5,5,5,5,4,9,yes
Jagadeesh Kumar Radhakrishnan,9/20/2016,Emirates,TRUE,Solo Leisure,16-Sep,MRU to DXB,Business Class,4,5,4,4,5,10,yes
E Lindell,9/19/2016,Emirates,TRUE,Family Leisure,16-Aug,DXB to LHR,Economy Class,3,5,3,2,1,1,no
R Stobert,9/19/2016,Emirates,TRUE,Couple Leisure,16-Sep,JED to BKK via DXB,Business Class,3,5,1,5,2,2,no
Ravish Thomas,9/19/2016,Emirates,TRUE,Couple Leisure,16-Sep,MXP to JFK,Economy Class,4,4,3,5,2,4,no
David Jackson,9/19/2016,Emirates,TRUE,Solo Leisure,16-Sep,MEL to KUL,Economy Class,4,5,5,5,5,9,yes
M Lorenzo,9/18/2016,Emirates,FALSE,Family Leisure,16-Aug,BKK to BHX via DXB,Business Class,5,2,4,3,5,10,yes
Sophie Stratton,9/6/2016,Emirates,TRUE,Couple Leisure,16-Sep,LAX to BEY via DXB,Economy Class,3,5,5,3,3,3,no
Geoff Williams,9/5/2016,Emirates,FALSE,Couple Leisure,16-Aug,WAW to BNE via DXB,Economy Class,3,5,1,5,4,8,yes
R Arab,9/4/2016,Emirates,FALSE,Couple Leisure,16-Sep,MAN to NRT via DXB,Economy Class,3,4,3,5,4,9,yes
T Neyrinck,9/3/2016,Emirates,TRUE,Business,16-Aug,PER to NCE via DXB,First Class,5,3,3,3,1,5,no
M Fiaz,9/1/2016,Emirates,TRUE,Business,16-Aug,MEL to KUL,Economy Class,5,3,5,5,2,5,no
G Lanner,8/30/2016,Emirates,FALSE,Couple Leisure,16-Aug,MLE to LHR via DXB,Business Class,5,5,4,5,1,2,no
Salam Marsan,8/30/2016,Emirates,FALSE,Family Leisure,16-Jul,DUS to MRU via DXB,Business Class,5,5,4,5,3,6,yes
Bishnu Khanal,8/30/2016,Emirates,FALSE,Family Leisure,16-Aug,DXB to JFK,Economy Class,5,4,5,5,2,7,no
W Van Looy,8/29/2016,Emirates,TRUE,Family Leisure,16-Aug,BHX to CMB via DXB,Economy Class,5,5,2,5,5,10,yes
Kamal Wadhwani,8/29/2016,Emirates,FALSE,Business,16-Aug,MXP to JFK,Business Class,5,5,2,5,4,7,yes
F Kitson,8/28/2016,Emirates,TRUE,Couple Leisure,16-Aug,CPT to LHR via DXB,Economy Class,4,2,5,4,1,2,no
Suzanne Fraser,8/26/2016,Emirates,TRUE,Solo Leisure,16-Aug,GIG to EZE,First Class,2,1,5,5,5,10,yes
B Robinson,8/24/2016,Emirates,FALSE,Solo Leisure,16-Aug,MRU to JED via DXB,Business Class,4,5,3,5,3,5,no
Ngisana Mngomezulu,8/24/2016,Emirates,FALSE,Solo Leisure,16-Aug,DXB to BKK,Economy Class,5,5,5,5,1,2,no
I Radahim,8/17/2016,Emirates,FALSE,Family Leisure,15-Dec,LHR to DAC via DXB,Economy Class,2,4,4,5,5,10,yes
Bojan Tercon,8/14/2016,Emirates,FALSE,Couple Leisure,16-Jul,DXB to JED,Business Class,5,4,4,3,4,8,yes
K Saab,8/10/2016,Emirates,FALSE,Business,16-Aug,JFK to MNL via DXB,Economy Class,4,5,1,3,3,8,yes
A Anderson,8/9/2016,Emirates,TRUE,Couple Leisure,16-Aug,DXB to AKL via MEL,Business Class,2,4,2,5,1,1,yes
Sara Ramala,8/8/2016,Emirates,FALSE,Family Leisure,16-Aug,AMS to DAR via DXB,Economy Class,5,1,5,5,3,5,no
K Johnson,8/8/2016,Emirates,TRUE,Couple Leisure,16-Aug,LHR to BKK via DXB,Business Class,5,1,4,5,5,7,yes
W Jansen,8/8/2016,Emirates,FALSE,Couple Leisure,16-Aug,Manchester to Dubai,Economy Class,5,5,3,3,2,4,no
Mark Murphy,8/7/2016,Emirates,FALSE,Solo Leisure,15-Sep,LGW to BNE via DXB,Business Class,4,3,5,2,4,9,yes
S Thorn,8/7/2016,Emirates,TRUE,Business,16-Aug,ARN to MNL,Economy Class,5,3,3,5,3,2,yes
Antonia Danson,8/7/2016,Emirates,TRUE,Solo Leisure,16-Aug,BOM to AMS via DXB,Business Class,4,3,4,5,1,1,no
Samrudha Salvi,8/7/2016,Emirates,FALSE,Solo Leisure,16-Jul,JED to BKK via DXB,Economy Class,5,3,4,5,3,3,no
Jane Bennett,8/6/2016,Emirates,FALSE,Solo Leisure,16-Aug,LGW to CCU via DXB,Economy Class,5,5,3,5,3,1,no
S Arjan ,8/4/2016,Emirates,TRUE,Solo Leisure,15-Nov,DUB to MNL via DXB,Economy Class,3,3,4,4,2,2,no
Sam Masuni,8/4/2016,Emirates,FALSE,Solo Leisure,16-Jul,LHR to CPT via DXB,Economy Class,3,4,3,5,1,4,no
M Cowell,8/4/2016,Emirates,FALSE,Family Leisure,16-Jul,MAN to DXB,Business Class,5,1,4,1,5,10,yes
D Brown,8/3/2016,Emirates,FALSE,Solo Leisure,16-Apr,DXB to MAN,First Class,4,5,5,5,5,10,yes
D Brown,8/3/2016,Emirates,TRUE,Solo Leisure,16-Aug,MAN to DXB,Business Class,3,5,4,3,5,10,yes
Philip Browne,8/1/2016,Emirates,TRUE,Couple Leisure,15-Sep,FCO to TPE via DXB,Business Class,3,2,3,1,4,7,yes
Philip Browne,8/1/2016,Emirates,FALSE,Couple Leisure,16-Jul,CDG to CPT via DXB,Business Class,3,4,5,4,4,8,yes
Alfred Ling,7/26/2016,Emirates,FALSE,Couple Leisure,16-Jul,CHC to SYD,Economy Class,4,2,5,5,3,3,no
E Lamatsis,7/25/2016,Emirates,TRUE,Business,16-Apr,DXB to BKK,Economy Class,4,5,4,3,4,9,yes
S Wardota,7/24/2016,Emirates,TRUE,Family Leisure,16-Jul,BKK to NCL via DXB,Business Class,4,3,3,5,5,9,yes
Alain Kupferman,7/24/2016,Emirates,FALSE,Business,16-Jul,LHR to PER via DXB,Business Class,4,2,5,3,3,8,yes
M Leonard,7/23/2016,Emirates,TRUE,Business,16-Jul,MAN to KUL via DXB,Business Class,4,5,5,5,2,3,no
N Rade,7/21/2016,Emirates,TRUE,Family Leisure,16-Jul,MNL to IAD via DXB,Economy Class,2,4,4,5,2,2,no
Cameron Smith,7/19/2016,Emirates,FALSE,Couple Leisure,16-Jul,MCT to SIN via DXB,Business Class,4,3,3,5,5,10,yes
Shin Kue Ryu,7/19/2016,Emirates,TRUE,Family Leisure,16-Jul,FRA to BOM via DXB,Economy Class,3,5,4,5,1,1,no
Niranjan Mukherjee,7/16/2016,Emirates,FALSE,Solo Leisure,16-Mar,DXB to PER,Economy Class,1,1,5,5,5,9,yes
B Rayner,7/15/2016,Emirates,TRUE,Solo Leisure,16-Jun,ZRH to DXB,First Class,1,1,5,3,5,10,yes
P Davis,7/14/2016,Emirates,TRUE,Couple Leisure,16-Jul,SYD to DXB,Business Class,5,4,5,4,5,10,yes
D Ison,7/14/2016,Emirates,TRUE,Solo Leisure,16-May,DOH to CMB via DXB/MLE,Economy Class,4,5,3,5,5,10,yes
Anandwardhan Hardikar,7/14/2016,Emirates,TRUE,Solo Leisure,16-Mar,DEL to LHR via DXB,First Class,1,5,5,4,5,9,yes
M Drew,7/13/2016,Emirates,FALSE,Solo Leisure,16-Jul,CPH to ITM via DXB,Economy Class,4,4,4,5,5,9,yes
H Simsons,7/11/2016,Emirates,TRUE,Solo Leisure,16-Jul,SYD to MUC via DXB,Economy Class,3,5,4,5,2,6,yes
Martin Brown,7/9/2016,Emirates,FALSE,Family Leisure,16-Jun,CDG to DXB,Economy Class,4,5,1,4,5,10,yes
R Gilbert,7/8/2016,Emirates,FALSE,Business,16-Jun,DMM to YYZ via DXB,Business Class,3,3,5,5,4,9,yes
V Henderson,7/5/2016,Emirates,FALSE,Couple Leisure,16-Jun,JFK to NBO via DXB,Economy Class,5,5,5,4,5,10,yes
Jonas Müller,6/29/2016,Emirates,TRUE,Solo Leisure,16-Jun,LHR to DPS via DXB,Economy Class,3,4,5,2,5,9,yes
K Everett,6/24/2016,Emirates,FALSE,Solo Leisure,16-Jun,KUL to DUB via DXB,Economy Class,1,5,4,5,5,9,yes
Sarah Branner,6/16/2016,Emirates,FALSE,Couple Leisure,16-Jun,DXB to MAN,Business Class,4,4,3,3,2,2,no
C H Loh,6/14/2016,Emirates,FALSE,Solo Leisure,16-Jun,MAN to MRU via DXB,Economy Class,4,4,4,1,5,10,yes
L Samson,6/14/2016,Emirates,TRUE,Solo Leisure,16-Jun,PER to PRG via DXB,Business Class,5,3,5,5,5,9,yes
F Martin,6/13/2016,Emirates,FALSE,Solo Leisure,16-Jun,AMS to DXB,Economy Class,5,3,5,1,5,10,yes
J Haven,6/11/2016,Emirates,TRUE,Family Leisure,16-Jun,LHR to DXB,Business Class,3,3,2,4,4,8,yes
T Neyrinck,6/9/2016,Emirates,FALSE,Business,16-Jun,BCN to SYD via DXB,First Class,5,1,5,2,4,8,yes
H Shaw,6/3/2016,Emirates,TRUE,Family Leisure,16-May,BKK to LHR via DXB,Economy Class,1,3,5,5,5,9,yes
Graeme Baxter,6/3/2016,Emirates,FALSE,Couple Leisure,16-Jun,PER to MUC via DXB,Economy Class,2,5,2,2,5,9,yes
D Neal,6/1/2016,Emirates,FALSE,Family Leisure,16-May,OSL to JNB via DXB,Business Class,5,1,3,5,1,1,no
Brett Watson,5/31/2016,Emirates,FALSE,Solo Leisure,16-May,KUL to DXB to CMN,Business Class,5,5,5,5,4,8,yes
Peer Bjaaland,5/29/2016,Emirates,TRUE,Couple Leisure,16-May,BKK to HKG,Economy Class,4,3,4,5,5,9,yes
Siti Hajar Madina,5/29/2016,Emirates,TRUE,Family Leisure,16-May,DXB to LHR,Economy Class,3,5,1,5,4,7,yes
H Johnson,5/29/2016,Emirates,TRUE,Business,16-May,JFK to DXB,Business Class,2,4,5,5,2,3,no
Ashlyn Antony,5/11/2016,Emirates,TRUE,Business,16-May,DXB to LIS,Business Class,4,1,4,5,3,6,no
Mohamed Ghoorun,5/11/2016,Emirates,TRUE,Couple Leisure,16-May,LIS to DXB,Economy Class,1,4,4,4,3,8,yes
Roy Carpenter,5/10/2016,Emirates,TRUE,Couple Leisure,16-May,MCT to JFK via DXB,Economy Class,1,5,4,5,5,10,yes
Roy Carpenter,5/10/2016,Emirates,TRUE,Couple Leisure,16-May,MRU to CAN via DXB,Economy Class,3,5,5,5,5,10,yes
Thomas Pittschieler,5/10/2016,Emirates,FALSE,Business,16-Apr,BHX to ADL via DXB,Economy Class,5,3,3,4,3,3,no
K Dewkhum,5/6/2016,Emirates,FALSE,Solo Leisure,16-Mar,IST to BKK via DXB,Economy Class,4,5,4,5,3,6,yes
P Dean,5/2/2016,Emirates,TRUE,Business,16-Apr,LGW to MRU via DXB,Business Class,2,3,2,5,1,2,no
Bernard Cole,4/28/2016,Emirates,TRUE,Solo Leisure,16-Mar,DXB to HKG via BKK,Business Class,3,5,3,5,5,10,yes
A Radrin,4/25/2016,Emirates,FALSE,Family Leisure,16-Apr,BNE to ARN via DXB,Economy Class,3,4,3,4,1,1,no
Hans Koch,4/16/2016,Emirates,FALSE,Couple Leisure,16-Apr,HND to CDG via DXB,Economy Class,5,1,5,4,4,6,yes
James Richardson,4/15/2016,Emirates,FALSE,Couple Leisure,16-Mar,YYZ to TRV via DXB,Economy Class,2,5,2,5,5,10,yes
D Teo,4/14/2016,Emirates,TRUE,Solo Leisure,16-Apr,HKG to MAD via DXB,Economy Class,4,3,3,3,1,1,no
M Garewal,4/13/2016,Emirates,FALSE,Solo Leisure,15-Nov,MUC to CPT via DXB,Economy Class,5,5,1,5,2,1,no
Lawrence Osborne,4/13/2016,Emirates,FALSE,Solo Leisure,16-Apr,BHX to BKK via DXB,Business Class,3,5,3,4,5,10,yes
G Tamson,4/10/2016,Emirates,FALSE,Family Leisure,16-Mar,LGW to HKT via DXB,Economy Class,3,5,1,5,5,8,yes
Cameron Davies,4/7/2016,Emirates,TRUE,Family Leisure,16-Apr,ADL to DEL via DXB,Business Class,5,5,1,5,4,10,yes
James Johnson,4/6/2016,Emirates,TRUE,Solo Leisure,16-Apr,LHR to KWI via DXB,Economy Class,4,5,2,5,4,5,no
Rupesh Goel,4/3/2016,Emirates,FALSE,Family Leisure,15-Dec,MEL to CMB via SIN,Economy Class,5,5,4,3,1,1,no
Sanjay Fernandes,4/3/2016,Emirates,TRUE,Couple Leisure,16-Apr,MAN to JNB via DXB,Economy Class,3,1,4,5,1,1,no
John Duffus,4/2/2016,Emirates,FALSE,Business,16-Apr,LHR to PER via DXB,Business Class,5,1,2,3,5,10,yes
Amy Holden,4/1/2016,Emirates,FALSE,Family Leisure,16-Mar,SYD to AKL,Economy Class,4,4,4,3,4,7,yes
Deb Orchard,4/1/2016,Emirates,TRUE,Couple Leisure,16-Mar,MXP to JFK,Business Class,2,5,2,4,5,10,yes
Daniel Strassberg,3/31/2016,Emirates,TRUE,Business,16-Mar,KUL to MEL,Business Class,2,1,3,4,4,9,yes
Matteo Bertoni,3/30/2016,Emirates,FALSE,Solo Leisure,16-Mar,LHR to DAC via DXB,Business Class,1,2,3,5,4,9,yes
A Ahmed,3/27/2016,Emirates,TRUE,Solo Leisure,16-Mar,CMN to CMB via DXB/MLE,Economy Class,5,5,3,5,3,3,no
C Billington,3/25/2016,Emirates,FALSE,Solo Leisure,16-Mar,SIN to DXB,Economy Class,4,4,3,2,4,4,no
Sudheera Dahanayake,3/25/2016,Emirates,FALSE,Solo Leisure,16-Mar,IST to DXB,Economy Class,3,1,3,3,4,7,yes
Gevorg Sargsyan,3/24/2016,Emirates,FALSE,Solo Leisure,15-Sep,SYD to CHC,Economy Class,4,5,5,5,5,10,yes
E Akbelen,3/24/2016,Emirates,TRUE,Solo Leisure,15-Dec,HAM to BKK via DXB,Economy Class,4,2,1,5,5,10,yes
Walter Gujer,2/2/2024,Japan Airlines,TRUE,Solo Leisure,24-Jan,Bangkok to Houston via Tokyo,Premium Economy,4,5,4,4,3,5,no
Makoto Hashimoto,1/30/2024,Japan Airlines,TRUE,Solo Leisure,24-Jan,London to Tokyo,Business Class,3,5,3,3,4,9,yes
L Sasaki,1/25/2024,Japan Airlines,TRUE,Business,24-Jan,Seoul Gimpo to Sydney,Economy Class,5,5,5,4,4,10,yes
Mohamed Alkowari,12/24/2023,Japan Airlines,TRUE,Solo Leisure,23-Nov,Tokyo Haneda to Fukuoka,Business Class,4,5,5,3,5,9,yes
J Hong,12/20/2023,Japan Airlines,FALSE,Family Leisure,23-Dec,Singapore to Tokyo,Economy Class,5,5,5,5,4,9,yes
H Han,12/12/2023,Japan Airlines,TRUE,Family Leisure,23-Dec,Tokyo to Singapore,Economy Class,4,5,3,4,4,8,yes
Horacio Danovich,11/19/2023,Japan Airlines,TRUE,Family Leisure,23-Nov,Tokyo to Chicago,Economy Class,4,1,1,3,1,1,no
S Perten,11/18/2023,Japan Airlines,TRUE,Couple Leisure,23-Oct,Sydney to Tokyo,Business Class,4,4,2,1,3,4,no
Volker Moll,11/13/2023,Japan Airlines,FALSE,Couple Leisure,23-Oct,Frankfurt to Tokyo,Business Class,2,5,5,5,5,10,yes
C Warner,11/10/2023,Japan Airlines,TRUE,Couple Leisure,23-Oct,Tokyo to Honolulu,Business Class,5,5,5,3,5,10,yes
Michael Little,9/17/2023,Japan Airlines,TRUE,Couple Leisure,23-Aug,Tokyo Haneda to Bangkok Suvarnabhuni,Business Class,5,5,5,2,4,8,yes
Michael Little,9/17/2023,Japan Airlines,TRUE,Solo Leisure,23-Aug,Sapporo to Niigata,Economy Class,4,5,4,3,5,9,yes
Michael Little,9/17/2023,Japan Airlines,TRUE,Solo Leisure,23-Jul,Fukuoka to Sapporo,Business Class,3,4,2,1,4,6,yes
Dan Gross,9/6/2023,Japan Airlines,TRUE,Solo Leisure,23-Sep,Jakarta to Tokyo,Economy Class,3,1,1,1,1,1,no
D Rashid,9/2/2023,Japan Airlines,TRUE,Business,23-Sep,Bangkok to Tokyo,Economy Class,1,5,5,5,5,9,yes
S Hee,8/14/2023,Japan Airlines,TRUE,Solo Leisure,23-Aug,Chitose to Singapore via Tokyo,Economy Class,5,4,3,4,2,6,no
S Maleski,8/13/2023,Japan Airlines,TRUE,Solo Leisure,23-Jul,Tokyo Narita to Frankfurt,Business Class,4,5,4,5,5,8,yes
Christopher Jermia,7/25/2023,Japan Airlines,TRUE,Family Leisure,23-Jun,Singapore to Los Angeles via Tokyo,Economy Class,3,5,5,3,5,10,yes
V Baine,7/13/2023,Japan Airlines,TRUE,Business,23-Jun,Tokyo to Frankfurt,Business Class,5,1,1,2,1,1,no
G Carelas,7/3/2023,Japan Airlines,TRUE,Family Leisure,23-Feb,Tokyo to Manila,Economy Class,3,5,4,2,5,9,yes
P Carter,7/1/2023,Japan Airlines,TRUE,Family Leisure,23-Jun,Tokyo to Los Angeles,Economy Class,4,5,5,5,5,10,yes
Ashley Crocus,6/16/2023,Japan Airlines,TRUE,Family Leisure,23-Jun,Chicago to Bangkok via Tokyo,Economy Class,5,1,1,3,1,1,no
S Keane,6/16/2023,Japan Airlines,TRUE,Business,23-Jun,New York JFK to Tokyo Haneda,Business Class,1,4,2,2,3,4,no
S Kamani,5/27/2023,Japan Airlines,TRUE,Family Leisure,23-May,San Francisco to Tokyo,Business Class,3,2,1,3,3,6,no
James Major,4/22/2023,Japan Airlines,FALSE,Family Leisure,23-Apr,London to Sydney via Tokyo,Economy Class,4,5,5,5,5,10,yes
Wei Fu Chen,3/19/2023,Japan Airlines,TRUE,Family Leisure,23-Mar,Tokyo Haneda to Taipei,Business Class,5,4,4,5,5,7,no
Jill Gott,3/15/2023,Japan Airlines,FALSE,Solo Leisure,23-Jan,New York to Bangkok via Tokyo,Economy Class,4,5,1,5,3,3,no
Hobson McCain,3/5/2023,Japan Airlines,TRUE,Couple Leisure,23-Mar,Bangkok to San Francisco via Tokyo Narita,Premium Economy,2,4,5,5,1,3,no
L Aanchal,3/4/2023,Japan Airlines,FALSE,Solo Leisure,23-Mar,Tokyo to Vancouver,Economy Class,4,5,4,3,5,10,yes
M Warden,2/25/2023,Japan Airlines,TRUE,Family Leisure,23-Feb,Tokyo to Sydney,Premium Economy,5,5,5,1,4,10,yes
Val Marques,1/11/2023,Japan Airlines,TRUE,Solo Leisure,22-Dec,Seattle to Tokyo,Business Class,5,5,5,1,5,10,yes
Parveen Sharma,12/20/2022,Japan Airlines,TRUE,Business,22-Dec,Delhi to San Francisco via Tokyo,Business Class,5,5,3,4,5,10,yes
John Wagner,12/16/2022,Japan Airlines,TRUE,Solo Leisure,22-Dec,Tokyo Narita to Seattle,Economy Class,5,5,1,3,5,9,yes
Dionisius Dhayasaputra,12/1/2022,Japan Airlines,TRUE,Couple Leisure,22-Nov,New York JFK to Jakarta via Tokyo Narita,Economy Class,5,3,1,4,2,2,no
Larry Reed,11/10/2022,Japan Airlines,TRUE,Couple Leisure,22-Oct,Melbourne to Tokyo,Business Class,4,5,4,3,2,3,no
A Samil,11/9/2022,Japan Airlines,TRUE,Business,22-Sep,Tokyo to Osaka,Economy Class,3,5,3,2,5,9,yes
D Smith,10/24/2022,Japan Airlines,FALSE,Business,22-Sep,Sydney to Tokyo,Business Class,5,3,5,5,3,5,no
Mark Simons ,10/20/2022,Japan Airlines,FALSE,Business,22-Oct,Tokyo to Singapore,Business Class,3,5,4,5,3,10,yes
Jane Laidlaw,10/20/2022,Japan Airlines,TRUE,Solo Leisure,22-Oct,London to Sydney via Tokyo,Premium Economy,5,5,4,3,5,8,yes
Tim Johnston,10/13/2022,Japan Airlines,TRUE,Business,22-Oct,New York to Tokyo,Premium Economy,4,4,4,3,3,2,no
Kodai Dunford,8/22/2022,Japan Airlines,FALSE,Family Leisure,22-Aug,Tokyo Haneda to London,Economy Class,4,5,5,4,3,10,yes
Amabelle Vicencio,8/10/2022,Japan Airlines,TRUE,Solo Leisure,22-Aug,Los Angeles to Manila via Tokyo Narita,Economy Class,4,5,1,3,5,10,yes
